SMILES,pIC50,mol,num_atoms,logP
Oc1ccc(-c2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a3b0>,13,3.0592000000000015
O=C(O)c1cc2ccccc2cc1O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a420>,14,2.2436000000000003
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a490>,17,4.008600000000002
c1ccc2nc3ccccc3nc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a500>,14,2.7830000000000013
c1ccc2c(c1)Cc1ccccc1O2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a570>,14,3.3831000000000016
c1ccc2c(c1)Nc1ccccc1S2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a5e0>,14,3.894800000000001
c1ccc2c(c1)Sc1ccccc1S2,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a650>,14,4.302400000000001
Brc1ccc(-c2ccc(Br)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a6c0>,14,4.878600000000002
Nc1ccc(-c2ccc(N)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a730>,14,2.5180000000000007
O=C(O)c1ccc(-c2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a7a0>,15,3.051800000000001
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a810>,15,3.261800000000001
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a880>,18,5.0206000000000035
COc1ccc(OC)c(C=O)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a8f0>,12,1.5163
COc1ccc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a960>,12,2.8484000000000007
COc1ccc(C(=O)O)cc1OC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297a9d0>,13,1.402
O=C(O)c1ccc2ccccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297aa40>,13,2.5380000000000003
COc1ccccc1OCC(O)CO,0.37,<rdkit.Chem.rdchem.Mol object at 0x7f59a297aab0>,14,0.4272000000000001
COc1ccccc1NC(C)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ab20>,12,1.6535999999999997
CCC(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ab90>,10,2.2793
COC(=O)c1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ac00>,10,1.4732
COC(=O)c1cccnc1,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ac70>,10,0.8681999999999999
CN(C=O)c1ccccc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ace0>,10,1.2792
Cc1cc(Cl)ccc1OC(C)C(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ad50>,14,2.5003199999999994
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297adc0>,15,3.4987000000000013
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ae30>,14,3.1102000000000007
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297aea0>,18,4.368900000000003
CCOC(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297af10>,11,1.8633
O=C(OC(=O)c1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297af80>,17,2.6838000000000006
O=C(Nc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297aff0>,15,2.938900000000001
O=C(Oc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b060>,15,2.905800000000001
CCOC(=O)CC(=O)c1ccccc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b0d0>,14,1.8225
CNCC(O)c1ccc(O)cc1,0.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b140>,12,0.645
CCOC(=O)c1ccc(N)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b1b0>,12,1.4455
CCCOC(=O)c1ccc(N)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b220>,13,1.8356
CCCOC(=O)c1ccc(O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b290>,13,1.9589999999999999
O=C(OCc1ccccc1)c1ccc(O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b300>,17,2.749200000000001
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b370>,18,1.4835
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b3e0>,17,1.7379
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b450>,19,2.617000000000001
CCCCOC(=O)c1ccc(N)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b4c0>,14,2.2257
CCCCOC(=O)c1ccc(O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b530>,14,2.349100000000001
O=C(OCCO)c1ccccc1,0.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b5a0>,12,0.8357
O=C(OOC(=O)c1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b610>,18,2.615400000000001
O=C(C=Cc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b680>,16,3.5827000000000018
O=C(OCc1ccccc1)c1cccnc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b6f0>,16,2.4386
CC(C)CCOC(=O)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b760>,14,2.8895000000000017
O=C(OCCc1ccccc1)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b7d0>,17,3.086100000000002
CCOc1ccccc1O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b840>,10,1.7908999999999997
Cc1cc(Cl)ccc1OCC(=O)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b8b0>,13,2.11182
O=C(O)COc1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b920>,13,2.4568000000000003
O=C(O)CCCOc1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297b990>,15,3.237000000000002
ClCc1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ba00>,10,3.7322000000000015
C1=Cc2ccccc2C1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ba70>,9,2.2559000000000005
c1ccc2[nH]nnc2c1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bae0>,9,0.9578999999999998
c1ccc2sccc2c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bb50>,9,2.901300000000001
c1ccc2scnc2c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bbc0>,9,2.2962999999999996
Cc1cc2ccccc2[nH]1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bc30>,10,2.4763200000000003
CC(C)(C)NSc1nc2ccccc2s1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bca0>,15,3.6915000000000022
Cc1ccccc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bd10>,8,2.30344
Cc1ccccc1O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bd80>,8,1.70062
Cc1ccccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bdf0>,8,2.6484200000000007
Clc1ccccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297be60>,8,2.9934000000000003
Nc1ccccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bed0>,8,1.9222
Cc1ccccc1N,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297bf40>,8,1.57722
Nc1ccccc1N,0.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c040>,8,0.851
Nc1ccccc1O,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c0b0>,8,0.9743999999999999
Oc1ccccc1Br,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c120>,8,2.1547
Oc1ccccc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c190>,8,2.0456000000000003
NC1CC1c1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c200>,10,1.5011999999999999
Cc1ccc(C)c(C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c270>,9,2.611860000000001
Cc1ccc(N)cc1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c2e0>,9,1.88564
Cc1ccc(O)cc1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c350>,9,2.0090399999999997
Cc1ccc(N)c(C)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c3c0>,9,1.88564
Cc1cc(O)ccc1O,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c430>,9,1.4062199999999998
Cc1ccc(C)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c4a0>,9,2.9568400000000015
Cc1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c510>,9,3.301820000000001
Cc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c580>,9,3.301820000000001
Nc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c5f0>,9,2.5756000000000006
Oc1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c660>,9,2.6990000000000007
Cc1ccc(C)c(N)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c6d0>,9,1.8856399999999998
Cc1ccc(N)cc1N,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c740>,9,1.1594200000000001
Nc1cc(Cl)ccc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c7b0>,9,2.5756000000000006
Nc1ccc(Cl)cc1N,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c820>,9,1.5044
Cc1ccc(O)c(N)c1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c890>,9,1.2828199999999998
Nc1cc(Cl)ccc1O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c900>,9,1.6278
Cc1ccc(C)c(O)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c970>,9,2.0090399999999997
Oc1ccc(Cl)c(O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297c9e0>,9,1.7511999999999999
Cc1cnc(C)c(Cl)n1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ca50>,9,1.74684
CCOC(=O)C(=O)OCC,0.77,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cac0>,10,0.11260000000000003
Cc1cc(C)c(C)cc1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cb30>,10,2.9202800000000018
Clc1cc(Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cba0>,10,4.3002
Oc1cc(Cl)c(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cc10>,10,3.3524000000000003
c1ccc(C2CO2)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cc80>,9,1.7578999999999998
ClCC(Br)CBr,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ccf0>,6,2.3836000000000004
CCC(C)CC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cd60>,6,2.442500000000001
ClCC(Cl)CCl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cdd0>,6,2.0713999999999997
CCC(=O)CC,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ce40>,6,1.3755
CCC(C)N=O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ceb0>,6,1.5513
CNC(=O)NC,,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cf20>,6,-0.4548000000000001
C=CC(=O)OC,0.45,<rdkit.Chem.rdchem.Mol object at 0x7f59a297cf90>,6,0.34539999999999993
CC1CCCC1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d000>,6,2.1965000000000003
Clc1cccs1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d070>,6,2.4015000000000004
S=C1NCCN1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d0e0>,6,-0.5359000000000003
O=C1CCCO1,0.47,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d150>,6,0.3234
Nc1nccs1,0.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d1c0>,6,0.7253000000000001
Cn1cccc1,0.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d230>,6,1.0251
CC(OP(C)(=O)F)C(C)(C)C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d2a0>,11,3.230000000000002
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d310>,15,3.987200000000003
Cc1cccc(C)c1NC(=O)C1CCCCN1C,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d380>,18,2.7262400000000007
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d3f0>,14,0.7908
COc1ccc(N)c([N+](=O)[O-])c1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d460>,12,1.1855999999999998
O=C(O)c1cc([N+](=O)[O-])ccc1O,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d4d0>,13,0.9985999999999999
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d540>,13,1.60142
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d5b0>,13,2.1564000000000005
NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d620>,14,0.8956000000000002
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d690>,17,4.669700000000003
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d700>,17,3.9954000000000023
COc1cc(C(O)CN)ccc1O,0.4,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d770>,13,0.39289999999999986
C=CCc1ccc(O)c(OC)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d7e0>,12,2.1292999999999997
CC=Cc1ccc(O)c(OC)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d850>,12,2.4339000000000004
CCCC(C)C(=O)O,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d8c0>,8,1.5072
C=C(C)C(=O)OCC,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d930>,8,1.1256
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297d9a0>,16,3.6212000000000026
C=C(C)C(=O)OCC(C)C,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297da10>,10,1.7617
C=C(C)C(=O)OCCCC,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297da80>,10,1.9058
OCc1ccco1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a297daf0>,7,0.7719
O=Cc1ccco1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a297db60>,7,1.0920999999999998
O=Cc1cccs1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dbd0>,7,1.5606
C[N+](C)(C)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dc40>,10,1.8833
O=[As](O)(O)c1ccccc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dcb0>,10,-0.7524000000000004
CC(C)(C)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dd20>,10,2.9841000000000015
FC(F)(F)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dd90>,10,2.705400000000001
NS(=O)(=O)c1ccccc1,0.46,<rdkit.Chem.rdchem.Mol object at 0x7f59a297de00>,10,0.3340000000000002
Nc1cccc(C(F)(F)F)c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297de70>,11,2.2876000000000003
Oc1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dee0>,11,2.4110000000000005
Nc1cccc(S(N)(=O)=O)c1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a297df50>,11,-0.08379999999999976
O=[N+]([O-])c1cccc(C(F)(F)F)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297dfc0>,13,2.613600000000001
Cc1ccc(C(C)(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e030>,11,3.2925200000000014
CC(C)(C)C1CCC(O)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e0a0>,11,2.5836000000000006
CC(C)(C)c1ccc(O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e110>,11,2.689700000000001
CC1=CCC(C(C)(C)O)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e180>,11,2.503700000000001
CS(=O)(=O)c1ccc(Cl)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e1f0>,11,1.7435
NS(=O)(=O)c1ccc(Cl)cc1,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e260>,11,0.9874000000000003
CC(C)(C)c1ccc(C(=O)O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e2d0>,13,2.6823000000000006
OB(O)c1ccccc1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e340>,9,-0.6336000000000004
CC(C)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e3b0>,9,2.8100000000000014
C=C(C)c1ccccc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e420>,9,2.7197000000000005
CC(=O)c1ccccc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e490>,9,1.8892
O=C(O)C1CCCCC1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e500>,9,1.6513
NC(=O)c1cccnc1,0.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e570>,9,0.18050000000000016
O=[N+]([O-])c1ccccc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e5e0>,9,1.5948
NC(=O)c1cnccn1,,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e650>,9,-0.4245000000000001
O=C(O)c1ccccn1,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e6c0>,9,0.7797999999999999
CC(=O)c1cccc(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e730>,10,2.542600000000001
CC(=O)c1cccc(N)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e7a0>,10,1.4714
Cc1cccc(C(=O)O)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e810>,10,1.69322
Nc1cccc(C(=O)O)c1,0.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e880>,10,0.9670000000000001
O=C(O)c1cccc(O)c1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e8f0>,10,1.0903999999999998
CN(C)c1cccc(O)c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e960>,10,1.4582
Cc1cccc([N+](=O)[O-])c1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297e9d0>,10,1.90322
Nc1cccc([N+](=O)[O-])c1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ea40>,10,1.177
O=C(O)c1cc(O)cc(O)c1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a297eab0>,11,0.7959999999999998
COC(=O)c1cc(O)c(O)c(O)c1,0.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a297eb20>,13,0.5899999999999996
O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297eb90>,12,2.8254
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ec00>,12,2.4838000000000005
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ec70>,15,1.2011999999999998
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ece0>,15,1.4111999999999998
COC(=O)c1cccc(C)c1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ed50>,11,1.7816199999999998
C=C(C)C1CC=C(C)C(O)C1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297edc0>,11,2.2797
O=C(O)c1ccc(O)c(O)c1,0.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ee30>,11,0.7959999999999998
Cc1ccc([N+](=O)[O-])cc1C,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297eea0>,11,2.21164
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ef10>,11,2.901600000000001
Cc1ccc([N+](=O)[O-])cc1N,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ef80>,11,1.4854199999999997
Nc1ccc([N+](=O)[O-])cc1N,0.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a297eff0>,11,0.7592000000000001
Nc1cc([N+](=O)[O-])ccc1O,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f060>,11,0.8825999999999998
COc1ccc([N+](=O)[O-])cc1N,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f0d0>,12,1.1855999999999998
O=C(O)c1ccc([N+](=O)[O-])cc1Cl,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f140>,13,1.9464
O=Cc1cccc([N+](=O)[O-])c1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f1b0>,11,1.4073
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f220>,12,1.503
CCCC(CCC)C(=O)O,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f290>,10,2.2874
CCC(C)c1ccc(O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f300>,11,2.9057000000000013
COC(=O)c1ccc(C)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f370>,11,1.78162
COC(=O)c1ccc(O)cc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f3e0>,11,1.1788
CCOC(=O)c1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f450>,14,1.7715
CC1CCC(C(C)C)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f4c0>,10,3.468700000000003
CC1=CCC(C(C)C)=CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f530>,10,3.308900000000002
CC1=CC=C(C(C)C)CC1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f5a0>,10,3.308900000000002
Cc1ccc(C(C)C)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f610>,10,3.1184200000000013
CC(C)c1ccc(N)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f680>,10,2.3922000000000008
CC(C)c1ccc(O)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f6f0>,10,2.515600000000001
CC(=O)c1ccc(Br)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f760>,10,2.651700000000001
CC(=O)c1ccc(Cl)cc1,0.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f7d0>,10,2.542600000000001
CC(=O)c1ccc(N)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f840>,10,1.4714
CC(=O)c1ccc(O)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f8b0>,10,1.5948
Cc1ccc(C(=O)O)cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f920>,10,1.69322
O=C(O)c1ccc(O)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a297f990>,10,1.0903999999999998
Cc1ccc(N(C)C)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fa00>,10,2.06102
Cc1ccc([N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fa70>,10,1.90322
O=[N+]([O-])c1ccc(Cl)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fae0>,10,2.2481999999999998
Nc1ccc([N+](=O)[O-])cc1,0.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fb50>,10,1.177
O=[N+]([O-])c1ccc(O)cc1,0.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fbc0>,10,1.3003999999999998
COc1ccc(C(C)=O)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fc30>,11,1.8978
COc1ccc(C(=O)O)cc1,0.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fca0>,11,1.3934
CN(C)c1ccc(C=O)cc1,0.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fd10>,11,1.5651
CCc1ccc([N+](=O)[O-])cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fd80>,11,2.1571999999999996
CNc1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fdf0>,11,1.6364999999999998
NNc1ccc([N+](=O)[O-])cc1,0.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fe60>,11,0.8804000000000001
COc1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297fed0>,11,1.6033999999999997
CC(=O)c1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a297ff40>,12,1.7974
O=C(O)c1ccc(C(=O)O)cc1,0.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2980040>,12,1.083
CN(C)c1ccc([N+](=O)[O-])cc1,0.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29800b0>,12,1.6607999999999998
